ID,Label,Parent,Equivalent Class,has characteristic,Definition,term editor,has cross-reference
OLAS:4356305,C57BL/6JJcl-Srr<rgsc1872>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4356305
OLAS:6144580,C57BL/6JJcl-Tg(CAG-Eea1/EGFP)1Tssk/TsskRbrc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6144580
OLAS:6145435,C57BL/6JJcl-Tg(Drd1-Venus)264-7Koba/KobaRbrc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6145435
OLAS:6145069,C57BL/6JJcl-Tg(Drd2-Venus)364-5Koba/KobaRbrc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6145069
OLAS:6146848,C57BL/6JJcl-Tg(Fabp4-Clmp)11Jwada/JwadaRbrc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6146848
OLAS:6146849,C57BL/6JJcl-Tg(Fabp4-Clmp)22Jwada/JwadaRbrc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6146849
OLAS:6146847,C57BL/6JJcl-Tg(Fabp4-Clmp)4Jwada/JwadaRbrc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6146847
OLAS:6145480,"C57BL/6JJcl-Tg(Pcp2-Sta*4A,-DsRed)1Kino/KinoRbrc",laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6145480
OLAS:6145481,"C57BL/6JJcl-Tg(Pcp2-Sta*,-DsRed)3Kino/KinoRbrc",laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6145481
OLAS:6145479,"C57BL/6JJcl-Tg(Pcp2-Sta,-DsRed)6Kino/KinoRbrc",laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6145479
OLAS:6334098,C57BL/6JJcl-Vps13a<tm1Asan>/Asan,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6334098
OLAS:6833987,(C57BL/6JJcl x (C57BL/6JJcl x DBA/2JJcl)F1)F1,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6833987
OLAS:7590363,C57BL/6J-Jdp2<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590363
OLAS:6287682,C57BL/6JJic,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:6287682
OLAS:7590537,C57BL/6J-Jmjd1c<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590537
OLAS:7590776,C57BL/6J-Jmjd6<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590776
OLAS:7587960,C57BL/6J-Jmjd6<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7587960
OLAS:2164890,C57BL/6JJms,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164890
OLAS:5488963,C57BL/6JJmsSlc,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:5488963
OLAS:6147085,C57BL/6JJmsSlc-Tg(CAG-DCP1A/GFP)29Nrs/Nrs,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6147085
OLAS:7588587,C57BL/6J-Junb<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588587
OLAS:7592813,C57BL/6J-Kank3<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592813
OLAS:7590355,C57BL/6J-Kank3<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590355
OLAS:7593143,C57BL/6J-Kars1<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7593143
OLAS:7589310,C57BL/6J-Kat14<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589310
OLAS:7591409,C57BL/6J-Kat2b<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591409
OLAS:7592980,C57BL/6J-Kat5<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592980
OLAS:7590362,C57BL/6J-Kat5<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590362
OLAS:7592981,C57BL/6J-Kat5<em3Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592981
OLAS:7589484,C57BL/6J-Kat6a<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589484
OLAS:7593002,C57BL/6J-Kat7<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7593002
OLAS:7589126,C57BL/6J-Kat7<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589126
OLAS:7592495,C57BL/6J-Kat8<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592495
OLAS:7590024,C57BL/6J-Kat8<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590024
OLAS:7589437,C57BL/6J-Katna1<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589437
OLAS:7618969,C57BL/6J-Katnal2<em1Luik>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7618969
OLAS:7618971,C57BL/6J-Katnal2<em3Luik>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7618971
OLAS:6274230,C57BL/6J-Katnal2<m1Anu>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6274230
OLAS:7590244,C57BL/6J-Katnb1<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590244
OLAS:7590271,C57BL/6J-Kbtbd11<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590271
OLAS:7591629,C57BL/6J-Kbtbd2<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591629
OLAS:5806512,C57BL/6J-Kbtbd2<m1Btlr>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5806512
OLAS:5807101,C57BL/6J-Kbtbd2<m2Btlr>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5807101
OLAS:2672427,C57BL/6JKch,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:2672427
OLAS:6236254,C57BL/6JKcl,laboratory mouse,,inbred,,Oliver He|Jie Zheng|Leo Yeh,MGI:6236254
OLAS:6716302,C57BL/6J-Kcna1<em1H>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6716302
OLAS:6716304,C57BL/6J-Kcna1<em2H>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6716304
OLAS:6716305,C57BL/6J-Kcna1<em3H>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6716305
OLAS:7591259,C57BL/6J-Kcna2<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591259
OLAS:6304413,C57BL/6J-Kcna2<m1Btlr>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6304413
OLAS:7588588,C57BL/6J-Kcna3<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588588
OLAS:6865942,C57BL/6J-Kcnb1<em1Kea>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6865942
OLAS:7385067,C57BL/6J-Kcnb1<em1Sesf>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7385067
OLAS:6865943,C57BL/6J-Kcnb1<em2Kea>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6865943
OLAS:7385069,C57BL/6J-Kcnb1<em2Sesf>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7385069
OLAS:6451586,C57BL/6J-Kcnc1<em2H>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6451586
OLAS:7341849,C57BL/6J-Kcnc3<em1Jt>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7341849
OLAS:2674924,C57BL/6J-Kcne1<2J>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2674924
OLAS:7592350,C57BL/6J-Kcne3<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592350
OLAS:7589859,C57BL/6J-Kcne3<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589859
OLAS:7591307,C57BL/6J-Kcnh7<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591307
OLAS:7591260,C57BL/6J-Kcnj10<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591260
OLAS:7588589,C57BL/6J-Kcnj10<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588589
OLAS:7591635,C57BL/6J-Kcnj14<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591635
OLAS:7589058,C57BL/6J-Kcnj14<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589058
OLAS:7591261,C57BL/6J-Kcnj16<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591261
OLAS:7591262,C57BL/6J-Kcnj2<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591262
OLAS:7588590,C57BL/6J-Kcnj2<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588590
OLAS:7386831,C57BL/6J-Kcnj3<em1Nmoc>/Nmoc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7386831
OLAS:7591263,C57BL/6J-Kcnj5<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591263
OLAS:3625736,C57BL/6J-Kcnj6<wv>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3625736
OLAS:7588591,C57BL/6J-Kcnj8<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588591
OLAS:4819517,C57BL/6J-Kcnj8<mydy>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4819517
OLAS:3848495,C57BL/6J-Kcnj8<sos>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3848495
OLAS:4821154,C57BL/6J-Kcnj8<sos>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4821154
OLAS:6451596,C57BL/6J-Kcnk18<em1H>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6451596
OLAS:6716307,C57BL/6J-Kcnk18<em2H>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6716307
OLAS:7591264,C57BL/6J-Kcnk2<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591264
OLAS:7588592,C57BL/6J-Kcnk2<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588592
OLAS:7591265,C57BL/6J-Kcnk2<em3Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591265
OLAS:7589234,C57BL/6J-Kcnk9<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589234
OLAS:7384341,C57BL/6J-Kcnma1<em1Alme>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7384341
OLAS:7384344,C57BL/6J-Kcnma1<em2Alme>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7384344
OLAS:6451603,C57BL/6J-Kcnma1<em3H>/H,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6451603
OLAS:7591266,C57BL/6J-Kcnmb1<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591266
OLAS:7588593,C57BL/6J-Kcnmb1<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588593
OLAS:3796130,C57BL/6J-Kcnn2<bc<2J>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3796130
OLAS:5604418,C57BL/6J-Kcnn2<bc-6J>/GrsrJ,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5604418
OLAS:3817500,C57BL/6J-Kcnn2<m1Btlr>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3817500
OLAS:4820771,C57BL/6J-Kcnn2<m1Btlr>/Mmucd,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:4820771
OLAS:7526141,C57BL/6J-Kcnn3<em1Lutzy>/Mmjax,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7526141
OLAS:7593108,C57BL/6J-Kcnn4<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7593108
OLAS:7588594,C57BL/6J-Kcnn4<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588594
OLAS:7588595,C57BL/6J-Kcnq1<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588595
OLAS:3611477,C57BL/6J-Kcnq1<vtg-3J>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3611477
OLAS:7593266,C57BL/6J-Kcnq2<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7593266
OLAS:7714665,C57BL/6J-Kcnq2<em5Lutzy>/Mmjax,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7714665
OLAS:6883622,C57BL/6J-Kcnq2<em6Lutzy>/Mmjax,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6883622
OLAS:6883658,C57BL/6J-Kcnq2<em8Lutzy>/Mmjax,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6883658
OLAS:3798047,C57BL/6J-Kcnq2<Nmf134>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3798047
OLAS:2665644,C57BL/6J-Kcnq2<Nmf134>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2665644
OLAS:7592381,C57BL/6J-Kcnq4<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592381
OLAS:7589900,C57BL/6J-Kcnq4<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589900
OLAS:5617979,C57BL/6J-Kcnv1<vibe>/Mmucd,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5617979
OLAS:7590752,C57BL/6J-Kctd9<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590752
OLAS:5690137,C57BL/6J-Kdelr1<em1Btlr> Tg(Gt(ROSA)26Sor-Kdelr1)#Btlr,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5690137
OLAS:5689995,C57BL/6J-Kdelr1<m1Btlr>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5689995
OLAS:4943941,C57BL/6J-Kdelr1<m1Btlr>/Mmjax,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4943941
OLAS:7589596,C57BL/6J-Kdm2b<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589596
OLAS:7590744,C57BL/6J-Kdm3a<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590744
OLAS:7587932,C57BL/6J-Kdm3a<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7587932
OLAS:7590287,C57BL/6J-Kdm5b<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590287
OLAS:7591567,C57BL/6J-Kdm5d<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591567
OLAS:7591770,C57BL/6J-Kdm6a<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591770
OLAS:7589220,C57BL/6J-Kdm6a<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589220
OLAS:7591697,C57BL/6J-Kdm6b<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591697
OLAS:7589122,C57BL/6J-Kdm6b<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589122
OLAS:7592189,C57BL/6J-Kdm7a<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592189
OLAS:7589642,C57BL/6J-Kdm7a<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589642
OLAS:7590329,C57BL/6J-Kdm8<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590329
OLAS:7588596,C57BL/6J-Kdr<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588596
OLAS:7592239,C57BL/6J-Keap1<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592239
OLAS:7589706,C57BL/6J-Keap1<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589706
OLAS:7592867,C57BL/6J-Khdc1b<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592867
OLAS:7590413,C57BL/6J-Khdc1b<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590413
OLAS:7588928,C57BL/6J-Khdrbs1<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588928
OLAS:7591267,C57BL/6J-Khk<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591267
OLAS:7588597,C57BL/6J-Khk<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588597
OLAS:7591268,C57BL/6J-Khsrp<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591268
OLAS:7588598,C57BL/6J-Khsrp<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588598
OLAS:7591269,C57BL/6J-Kif11<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591269
OLAS:7588599,C57BL/6J-Kif11<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588599
OLAS:7591270,C57BL/6J-Kif13a<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591270
OLAS:7588600,C57BL/6J-Kif16b<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588600
OLAS:7589586,C57BL/6J-Kif19a<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589586
OLAS:6865787,C57BL/6J-Kif1a<em13Lutzy>/Mmjax,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6865787
OLAS:6864484,C57BL/6J-Kif1a<em2Lutzy>/Mmjax,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6864484
OLAS:6865776,C57BL/6J-Kif1a<em8Lutzy>/Mmjax,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6865776
OLAS:5752895,C57BL/6J-Kif1a<lgdg-2J>/CxJ,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5752895
OLAS:6194363,C57BL/6J-Kif20b<ddvl>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6194363
OLAS:7588601,C57BL/6J-Kif3a<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588601
OLAS:6864519,C57BL/6J-Kif5a<em3Lutzy>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6864519
OLAS:6870525,C57BL/6J-Kif5a<em5Lutzy>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6870525
OLAS:6870523,C57BL/6J-Kif5a<em6Lutzy>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6870523
OLAS:7593431,C57BL/6J-Kif5b<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7593431
OLAS:7590557,C57BL/6J-Kif5b<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590557
OLAS:7591271,C57BL/6J-Kif5c<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591271
OLAS:6348217,C57BL/6J-Kif6<em1Rgray>/Mmnc,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6348217
OLAS:5498272,C57BL/6J-Kif7<b2b2254Clo>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5498272
OLAS:5517438,C57BL/6J-Kif7<b2b2254Clo>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5517438
OLAS:7588602,C57BL/6J-Kif7<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588602
OLAS:7592021,C57BL/6J-Kir3dl2<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7592021
OLAS:7589493,C57BL/6J-Kir3dl2<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7589493
OLAS:7593011,C57BL/6J-Kirrel2<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7593011
OLAS:7590544,C57BL/6J-Kiss1r<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7590544
OLAS:7588603,C57BL/6J-Kit<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588603
OLAS:7591335,C57BL/6J-Kitl<em1Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7591335
OLAS:7588683,C57BL/6J-Kitl<em2Cya>/Cya,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7588683
OLAS:6199629,C57BL/6J-Kitl<m1Btlr>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6199629
OLAS:6200263,C57BL/6J-Kitl<m2Btlr>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6200263
OLAS:2159874,C57BL/6J-Kitl<Sl>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2159874
OLAS:2165151,C57BL/6J-Kitl<Sl-20J>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2165151
OLAS:3697668,C57BL/6J-Kitl<Sl-22J>/GrsrJ,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3697668
OLAS:2173950,C57BL/6J-Kit<W-17J>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2173950
OLAS:2173951,C57BL/6J-Kit<W-18J>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2173951
OLAS:3036358,C57BL/6J-Kit<W-1Bao>,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3036358
OLAS:2173953,C57BL/6J-Kit<W-20J>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2173953
OLAS:3036359,C57BL/6J-Kit<W-2Bao>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3036359
OLAS:3038895,C57BL/6J-Kit<W-2J>/aLmMmmh,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3038895
OLAS:3038922,C57BL/6J-Kit<W-2J>/bLm/Mmmh,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3038922
OLAS:3038923,C57BL/6J-Kit<W-2J>/cLmMmmh,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3038923
OLAS:2161449,C57BL/6J-Kit<W-34J>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2161449
OLAS:2161826,C57BL/6J-Kit<W-35J>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2161826
