ID,Label,Parent,Equivalent Class,has characteristic,Definition,term editor,has cross-reference
OLAS:5564691,B6(SB)-Lyn<m2Anu>/AnuApb,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5564691
OLAS:6143684,B6(SB)-Lyn<m2Anu>/Mmucd,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6143684
OLAS:2163466,B6.SB-Yaa/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2163466
OLAS:2163379,B6.SEC-Hba<b>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2163379
OLAS:5781117,B6.SEG-(D19Mit40-D19Mit13)/Cnbc,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5781117
OLAS:3656248,B6.SEG-Krt1c/PasRbrc,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3656248
OLAS:7450801,B6(SJL)-4930567H17Rik<em1Jbmu> Gm14725<em1Jbmu>/Jbmu,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7450801
OLAS:6195712,B6(SJL)-Abcc6<tm1c(EUCOMM)Wtsi>/HcdJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6195712
OLAS:5603198,B6(SJL)-Adamts9<tm1.1Apte>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5603198
OLAS:5473631,B6;SJL-Agt<tm1.1Itl>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5473631
OLAS:5588731,B6;SJL-Akap6<tm1.1Mskf>/Mmjax,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5588731
OLAS:7514793,B6;SJL-Angptl4<em1Bsjd>/BsjdMmmh,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7514793
OLAS:6369609,B6(SJL)-Apoe<em2(APOE*)Adiuj> App<em1Adiuj>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6369609
OLAS:6369613,B6(SJL)-Apoe<em2(APOE*)Adiuj> Tc(HSA17)1Mdk App<em1Adiuj>/AdiujJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6369613
OLAS:7703585,B6(SJL)-Apoe<em3(APOE*4)Msasn>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7703585
OLAS:6369614,B6(SJL)-Apoe<tm1.1(APOE*4)Adiuj> App<em1Adiuj>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6369614
OLAS:6432779,B6;SJL-Apoe<tm1.1(APOE*4)Adiuj> Erc2<em1Adiuj> Trem2<em1Adiuj>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6432779
OLAS:5810211,B6(SJL)-Apoe<tm1.1(APOE*4)Adiuj>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5810211
OLAS:6369607,B6(SJL)-Apoe<tm1.1(APOE*4)Adiuj> Plcg2<em3Adiuj> App<em1Adiuj> Trem2<em1Adiuj>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6369607
OLAS:6369611,B6(SJL)-Apoe<tm1.1(APOE*4)Adiuj> Tc(HSA17)1Mdk App<em1Adiuj>/AdiujJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6369611
OLAS:7544905,B6(SJL)-Apoe<tm1.1(APOE*4)Adiuj> Tc(HSA17)2Mdk App<em1Adiuj>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7544905
OLAS:5896416,B6(SJL)-Apoe<tm1.1(APOE*4)Adiuj> Trem2<em1Adiuj>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5896416
OLAS:6140143,B6(SJL)-App<tm1.1Aduci>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6140143
OLAS:6449109,B6(SJL)-Areg<tm2c(EUCOMM)Hmgu>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6449109
OLAS:5898358,B6(SJL)-Bdkrb2<tm1.1Eldr>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5898358
OLAS:6501986,B6(SJL)-Bin1<em1Aduci>/J,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6501986
OLAS:6108261,B6(SJL)-C1qa<tm1c(EUCOMM)Wtsi>/TennJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6108261
OLAS:2163838,B6.SJL-C3<c>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2163838
OLAS:6865906,B6(SJL)-C9orf72<tm1.1Past>/Mmnc,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6865906
OLAS:6432864,B6;SJL-Cacna2d4<em1Leea>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6432864
OLAS:7581846,B6(SJL)-Cap2<tm1c(EUCOMM)Wtsi>/JfieJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7581846
OLAS:6117109,B6(SJL)-Cd180<tm1c(KOMP)Wtsi>/KarpJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6117109
OLAS:7660530,B6(SJL)-Cd40lg<tm1.1(icre)Tega>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7660530
OLAS:7657345,B6;SJL-Cep192<em1(mNeonGreen*)Ahol>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7657345
OLAS:5903086,B6(SJL)-Cic<tm1c(KOMP)Wtsi>/HzoJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5903086
OLAS:3665150,B6;SJL-cosa/OdaRbrc,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:3665150
OLAS:6202994,"B6(SJL)-Cr2<tm1(CR2,CR1)How> Apoe<tm1.1(APOE*4)Adiuj> Trem2<em1Adiuj>/J",laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6202994
OLAS:5749429,B6(SJL)-Crb3<tm1.1Lprs>,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5749429
OLAS:5749262,B6(SJL)-Crb3<tm1.1Lprs>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5749262
OLAS:6113250,B6.SJL(C)-Slc25a13<hspn>/Kjn,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6113250
OLAS:3835928,B6.SJL-(D5Mit302-D5Mit307),laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3835928
OLAS:4440945,B6.SJL-dblr/Mmnc,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4440945
OLAS:6358007,B6(SJL)-Dgat2<tm1c(EUCOMM)Hmgu>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6358007
OLAS:5617703,B6(SJL)-Dot1l<tm1.1Wezh>,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5617703
OLAS:6506376,B6(SJL)-Dot1l<tm1c(KOMP)Wtsi>/SyjoJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6506376
OLAS:6357189,B6(SJL)-Dusp16<tm1c(EUCOMM)Wtsi>/FrdlJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6357189
OLAS:5660616,B6(SJL)-Efemp2<tm1.1Chu>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5660616
OLAS:5660488,B6(SJL)-Efemp2<tm1.1Chu>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5660488
OLAS:5465024,B6(SJL)-Foxn1<nu-2J>/GrsrJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5465024
OLAS:7286470,B6(SJL)-Gabra2<tm2.1Uru>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7286470
OLAS:6834785,B6;SJL-Gfral<em1(cre)Rsy>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6834785
OLAS:6834786,B6;SJL-Gfral<em2(cre/ERT2)Rsy>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6834786
OLAS:7427567,B6(SJL)-Glp1r<tm1.1Stof>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7427567
OLAS:7736381,B6;SJL-Gpr4<em3Daba>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7736381
OLAS:7657343,B6;SJL-Gt(ROSA)26Sor<em1(CAG-LOC4337827*)Ahol>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7657343
OLAS:6711972,B6;SJL-Gt(ROSA)26Sor<em1(TAg)Sac>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6711972
OLAS:7254851,B6(SJL)-Gt(ROSA)26Sor<tm1.1(CAG-iRFP*/mScarlet-I*/mTq2*/mVenus*)Rva>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7254851
OLAS:6452623,B6(SJL)-Gt(ROSA)26Sor<tm1.1(HIFA/cre/ERT2)Yunz>/Mmjax,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6452623
OLAS:2162595,B6.SJL-H2<b> C3<c>/2CyJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162595
OLAS:2162824,B6.SJL-H2<s> C3<c>/1CyJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162824
OLAS:5810118,B6(SJL)-Il10ra<tm1.1Tlg>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5810118
OLAS:6286240,B6(SJL)-Il7<tm1c(EUCOMM)Wtsi>/BsedJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6286240
OLAS:6865848,B6;SJL-In(X4930567H17Rik)2Jbmu/Mmnc,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6865848
OLAS:6695708,B6(SJL)-Irf3<tm1.1Evdr>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6695708
OLAS:6390159,B6;SJLJ-Tg(Alb-PLG)1Dgi/Uqah,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6390159
OLAS:6771560,B6;SJL-Klrc3<tm1.2(KOMP)Wtsi>/SigalJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6771560
OLAS:5701498,B6(SJL)-Lrrk2<tm2.1Mjff>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5701498
OLAS:5517359,B6(SJL)-Lrrk2<tm3.1Mjff>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5517359
OLAS:5639078,B6(SJL)-Lrrk2<tm4.1Mjff>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5639078
OLAS:7450802,B6(SJL)-Mageb5b<em1Jbmu> Del(XMageb5)1Jbmu/Jbmu,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7450802
OLAS:7607303,B6(SJL)-Mageb5b<em1Jbmu> Del(XMageb5)1Jbmu/Mmucd,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7607303
OLAS:7450803,B6(SJL)-Mageb5b<em2Jbmu> Del(XMageb5)1Jbmu/Jbmu,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7450803
OLAS:7607304,B6(SJL)-Mageb5b<em2Jbmu> Del(XMageb5)1Jbmu/Mmucd,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7607304
OLAS:6729885,B6;SJL-Mchr1<em1Mctr>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6729885
OLAS:6196061,B6;SJL-Mlxipl<tm1.1Liang>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6196061
OLAS:7310433,B6(SJL)-Mogat1<tm1c(KOMP)Wtsi>/AnhaJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7310433
OLAS:6840219,B6(SJL)-Mthfr<em1Adiuj>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6840219
OLAS:7442680,B6(SJL)-Myog<em1.1Tajb>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7442680
OLAS:5567080,B6;SJL-Nlgn2<tm1.1Sud>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5567080
OLAS:7621674,B6(SJL)-Noxa1<tm1.1Mrng>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7621674
OLAS:5787813,B6(SJL)-Ola1<tm1.1Zshi>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5787813
OLAS:7607277,B6;SJL-P2rx3<em1Tmct>/Mmmh,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7607277
OLAS:5609164,B6(SJL)-Pdcd2<tm1c(EUCOMM)Wtsi>/RbsnJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5609164
OLAS:5904826,B6(SJL)-Pecam1<tm1.1Pnew>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5904826
OLAS:5641754,B6(SJL)-Piezo2<tm1.1(cre)Apat>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5641754
OLAS:5641755,B6(SJL)-Piezo2<tm2.2Apat>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5641755
OLAS:5646523,B6(SJL)-Pik3cb<tm1.1Jdo>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5646523
OLAS:6191779,B6(SJL)-Pjvk<tm1.1Masch>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6191779
OLAS:5755000,B6(SJL)-Pla2g6<tm1c(EUCOMM)Hmgu>/TurkMewJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5755000
OLAS:7316774,B6;SJL-Plk4<em1Ahol>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7316774
OLAS:7316652,B6;SJL-Plk4<em2Ahol>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7316652
OLAS:6781242,B6(SJL)-Plxnb2<tm1c(EUCOMM)Wtsi>/FrdlJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6781242
OLAS:5051632,B6(SJL)-Pou5f1<tm1.1(cre/Esr1*)Yseg>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5051632
OLAS:6196121,B6(SJL)-Prdm16<tm1.1Snok>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6196121
OLAS:6834779,B6;SJL-Prlh<em2Mgmj>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6834779
OLAS:6438669,B6.SJL-Ptprc<a> Pepc<b>/BoyAiTac,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6438669
OLAS:7642170,B6.SJL-Ptprc<a> Pepc<b>/BoyCrCrl,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7642170
OLAS:7717904,B6.SJL-Ptprc<a> Pepc<b>/BoyCrl,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7717904
OLAS:2164701,B6.SJL-Ptprc<a> Pepc<b>/BoyJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2164701
OLAS:4941752,B6.SJL-Ptprc<a> Pepc<b>/BoyJApb,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:4941752
OLAS:6188051,B6.SJL-Ptprc<a> Pepc<b>/BoyJArc,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6188051
OLAS:6200621,B6.SJL-Ptprc<a>Pepc<b>/BoyJAusb,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6200621
OLAS:7509804,B6.SJL-Ptprc<a> Pepc<b>/BoyJUnib,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:7509804
OLAS:6144466,B6.SJL-Ptprc<a>/Rbrc,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6144466
OLAS:5902467,B6.SJL-pvt/KjnJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5902467
OLAS:7562031,B6(SJL)-Rela<tm1.1Alex>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7562031
OLAS:7562029,B6(SJL)-Rela<tm2.1Alex>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7562029
OLAS:7561999,B6(SJL)-Relb<tm1.1Alex>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7561999
OLAS:7562012,B6(SJL)-Rel<tm1.1Alex>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7562012
OLAS:5927678,B6(SJL)-Ric8b<tm1c(EUCOMM)Hmgu>/MlncJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5927678
OLAS:5560181,B6(SJL)-Rpl13a<tm1.1Mazu>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5560181
OLAS:6509164,B6(SJL)-Rras<tm1.1Masak>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6509164
OLAS:7495611,B6;SJL-Runx1<em1Salr>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7495611
OLAS:7712017,B6;SJL-Rxrg<em1Nses> Rarb<em1Nses>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7712017
OLAS:5582475,B6(SJL)-Shcbp1<tm1c(EUCOMM)Wtsi>/RaviJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5582475
OLAS:3697377,B6.SJL-Slc6a3<tm1.1(cre)Bkmn>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3697377
OLAS:5463983,B6(SJL)-Slc6a8<tm1.1Clar>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5463983
OLAS:3623239,B6.SJL-Slc9a1<swe>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3623239
OLAS:2161600,B6.SJL-Slc9a1<swe>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2161600
OLAS:5905368,B6(SJL)-Smc3<tm1c(EUCOMM)Wtsi>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5905368
OLAS:6116488,B6;SJL-Sting1<tm1.1Camb>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6116488
OLAS:6379577,B6(SJL)-Sting1<tm2.1Camb>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6379577
OLAS:6379579,B6(SJL)-Sting1<tm3.1Camb>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6379579
OLAS:6780037,B6;SJL-Stmn2<em1Eggn> Tg(STMN2)1Eggn/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6780037
OLAS:8166687,B6(SJL)-Tardbp<em9Lutzy> Apoe<tm1.1(APOE*4)Adiuj> Mapt<em2Lutzy>/KmsoJ,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:8166687
OLAS:5308204,B6(SJL)-Tardbp<tm1.1Pcw>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5308204
OLAS:7488167,B6;SJL-Tg(ACTA1-rtTA)6Mcrth/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7488167
OLAS:5523494,B6;SJL-Tg(Amelx-Enam)3Jcch/Mmucd,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5523494
OLAS:6360129,B6.SJL-Tg(CAG-VCP)7Jpat/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6360129
OLAS:6360127,B6.SJL-Tg(CAG-VCP*A232E)93Jpat/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6360127
OLAS:6387003,B6;SJL-Tg(Chat-flpo)22Majh/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6387003
OLAS:3709321,"B6.SJL-Tg(Crx-GFP,-ALPP)1Clc",laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3709321
OLAS:3709323,"B6.SJL-Tg(Crx-GFP,-ALPP)1Clc/J",laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3709323
OLAS:5907741,B6;SJL-Tg(Cyp17a1-icre)AJako/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5907741
OLAS:3839973,B6SJL-Tg(Dazl-hrGFP)4Gar/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:3839973
OLAS:7381121,B6;SJL-Tg(Eno2-cre/ERT2)122.19Ics/ics,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7381121
OLAS:3829437,B6.SJL-Tg(Gad1-EGFP)3Gfng,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3829437
OLAS:7490281,B6;SJL-Tg(Gm5127-cre/ERT2)1Mhsi/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:7490281
OLAS:5499764,B6;SJL-Tg(Krt1-15-cre/PGR*)22Cot/Cnbc,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5499764
OLAS:6455170,B6;SJL-Tg(KRT18-DPP4)3Pbmj/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6455170
OLAS:5648224,B6;SJL-Tg(Mt1-HBV)28Bri/ChiJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5648224
OLAS:5475353,B6;SJL-Tg(Mt1-SERPINE1)1Upj/Cnrm,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5475353
OLAS:5449235,B6;SJL-Tg(Myl1-lacZ)1Ibdml/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5449235
OLAS:5492390,B6;SJL-Tg(Prnp-CCS)17Jlel/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5492390
OLAS:5618412,B6;SJL-Tg(Prnp-FUS*R521C)3313Ejh/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5618412
OLAS:5575993,B6SJL-Tg(Prnp-Immt/SOD1)1Gmnf/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5575993
OLAS:5576017,B6SJL-Tg(Prnp-Immt/SOD1*G93A)7Gmnf/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5576017
OLAS:6479081,B6;SJL-Tg(Pyy-EGFP)2Rali/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6479081
OLAS:6455169,B6;SJL-Tg(SFTPC-DPP4)3Pbmj/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6455169
OLAS:5749470,B6;SJL-Tg(Slc26a4-rtTA2S*M2)1Ajg/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5749470
OLAS:6198316,B6SJL-Tg(SOD1*G93A)1Gur/ThpaJ,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6198316
OLAS:6780034,B6;SJL-Tg(STMN2)1Eggn/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6780034
OLAS:5495726,B6;SJL-Tg(Tek-cre)1Ywa/Cnbc,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5495726
OLAS:5749472,"B6;SJL-Tg(tetO-AcGFP,-Slc26a4)2Ajg/J",laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5749472
OLAS:2163855,B6;SJL-Tg(tetop-lacZ)2Mam/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:2163855
OLAS:5633938,B6;SJL-Tg(Tex101-icre)2Lzj/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5633938
OLAS:5576016,B6SJL-Tg(Thy1-COX8A/Dendra)57Gmnf/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5576016
OLAS:6155605,B6;SJL-Tg(Thy1-jRGECO1a)GP8.5Kim/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6155605
OLAS:5588175,B6;SJL-Tg(Tnnt2-lacZ)497Jl/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5588175
OLAS:6115030,B6;SJL-Tg(Vil1-rtTA*M2)3Stang/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6115030
OLAS:6115033,B6;SJL-Tg(Vil1-rtTA*M2)5Stang/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6115033
OLAS:5907676,B6;SJL-Tnfrsf14<tm1.1Kro>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5907676
OLAS:6119414,B6(SJL)-Tox3<tm1c(KOMP)Mbp>/Orl,laboratory mouse,,coisogenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:6119414
OLAS:6470974,B6(SJL)-Trem2<em1Aduci>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6470974
OLAS:6865907,B6(SJL)-Vax1<tm1c(KOMP)Mbp>/PmelMmucd,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:6865907
OLAS:5532537,B6(SJL)-Zbtb16<tm1.1(EGFP/cre)Aben>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:5532537
OLAS:5532489,B6(SJL)-Zbtb16<tm1.1(EGFP/cre)Aben>/J,laboratory mouse,,,,Oliver He|Jie Zheng|Leo Yeh,MGI:5532489
OLAS:3054549,B6Slc.Cg-Cplx2<tm1Tyag>,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:3054549
OLAS:2161566,B6.SM-Hba<d>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2161566
OLAS:2162631,B6Smn.C3-Fasl<gld>/J,laboratory mouse,,congenic,,Oliver He|Jie Zheng|Leo Yeh,MGI:2162631
